,product,url,title,subtitle,description,pricing_method,capital_value,updated_date,sold_price,sold_date,confidence_band_1,estimated_value_1,confidence_band_2,estimated_value_2,confidence_band_3,estimated_value_3,confidence_band_4,estimated_value_4,valuation_date,land_value,improvement_value,bedroom,bathroom,floor_area,land_area,title_type,garage
214,"Last sold on
      20/03/202522 Neidpath Road, Mornington421136m2$720,000(last sale price)",https://www.realestate.co.nz/property/22-neidpath-road-mornington-dunedin-city-otago/yg3tnllr,,,,,"$730,000",Low,"$720,000",20/03/2025,Low,$663K,Med,$710K,High,$746K,Updated 01/07/22,$730K,1 Jul 2022,"$385,000","$345,000",4,2,154m2,1136m2,,2
215,"Last sold on
      20/03/2025322 Highcliff Road, Highcliff31814m2$650,000(last sale price)",https://www.realestate.co.nz/property/322-highcliff-road-highcliff-dunedin-city-otago/v97pn37r,,,,,"$640,000",Low,"$650,000",20/03/2025,Low,$576K,Med,$607K,High,$645K,Updated 01/07/22,$640K,1 Jul 2022,"$345,000","$295,000",3,1,270m2,814m2,,3
216,"Last sold on
      20/03/2025120 Quarry Road, Mosgiel431776m2$875,000(last sale price)",https://www.realestate.co.nz/property/120-quarry-road-mosgiel-dunedin-city-otago/mvghxqns,,,,,"$875,000",Low,"$875,000",20/03/2025,Low,$798K,Med,$857K,High,$947K,Updated 01/07/22,$875K,1 Jul 2022,"$800,000","$75,000",4,3,224m2,1776m2,,3
217,"Last sold on
      20/03/2025116 Signal Hill Road, Opoho41556m2$720,000(last sale price)",https://www.realestate.co.nz/property/116-signal-hill-road-opoho-dunedin-city-otago/zqpv6r8q,,,,,"$720,000",Low,"$720,000",20/03/2025,Low,$619K,Med,$665K,High,$697K,Updated 01/07/22,$720K,1 Jul 2022,"$465,000","$255,000",4,1,150m2,556m2,,2
218,"Recently sold9 Souter Street, Mosgiel41743m2Price is not yet confirmed",https://www.realestate.co.nz/property/9-souter-street-mosgiel-dunedin-city-otago/666666js,,,,,"$530,000",Low,,,Low,$493K,Med,$530K,High,$562K,Updated 01/07/22,$530K,1 Jul 2022,"$385,000","$145,000",4,1,111m2,743m2,,1
219,"Last sold on
      19/03/202553A Bush Road, Mosgiel1$705,000(last sale price)",https://www.realestate.co.nz/property/53a-bush-road-mosgiel-dunedin-city-otago/8k9dyvks,,,,,"$640,000",Low,"$705,000",19/03/2025,Low,$573K,Med,$611K,High,$650K,Updated 01/07/22,$640K,1 Jul 2022,"$375,000","$265,000",,1,150m2,,,1
220,"Last sold on
      19/03/202534 Main South Road, Concord31607m2$506,000(last sale price)",https://www.realestate.co.nz/property/34-main-south-road-concord-dunedin-city-otago/vmlr3n9r,,,,,"$520,000",Low,"$506,000",19/03/2025,Low,$462K,Med,$488K,High,$511K,Updated 01/07/22,$520K,1 Jul 2022,"$265,000","$255,000",3,1,93m2,607m2,,1
221,"Last sold on
      19/03/202551 Dunrobin Street, Waverley31506m2$99,000(last sale price)",https://www.realestate.co.nz/property/51-dunrobin-street-waverley-dunedin-city-otago/l5xw1dtr,,,,,"$860,000",Low,"$99,000",19/03/2025,Low,$635K,Med,$683K,High,$738K,Updated 01/07/22,$860K,1 Jul 2022,"$440,000","$420,000",3,1,220m2,506m2,,1
222,"Last sold on
      19/03/202512 Wynyard Street, South Dunedin21245m2$425,000(last sale price)",https://www.realestate.co.nz/property/12-wynyard-street-south-dunedin-dunedin-city-otago/y20r9m2r,,,,,"$450,000",Low,"$425,000",19/03/2025,Low,$388K,Med,$406K,High,$423K,Updated 01/07/22,$450K,1 Jul 2022,"$205,000","$245,000",2,1,75m2,245m2,,1
223,"Last sold on
      19/03/202573 Severn Street, Green Island32414m2$865,000(last sale price)",https://www.realestate.co.nz/property/73-severn-street-green-island-dunedin-city-otago/gbpjwqfs,,,,,"$760,000",Low,"$865,000",19/03/2025,Low,$757K,Med,$796K,High,$837K,Updated 01/07/22,$760K,1 Jul 2022,"$310,000","$450,000",3,2,162m2,414m2,,2
224,"Last sold on
      19/03/202511 Sretlaw Place, Brockville43896m2$1,020,000(last sale price)",https://www.realestate.co.nz/property/11-sretlaw-place-brockville-dunedin-city-otago/hwvfmdjr,,,,,"$1,050,000",Low,"$1,020,000",19/03/2025,Low,$996K,Med,$1.05M,High,$1.11M,Updated 01/07/22,$1.05M,1 Jul 2022,"$280,000","$770,000",4,3,270m2,896m2,,2
225,"Last sold on
      19/03/202563 Bellona Street, Saint Kilda31306m2$450,000(last sale price)",https://www.realestate.co.nz/property/63-bellona-street-saint-kilda-dunedin-city-otago/n90vst4r,,,,,"$430,000",Low,"$450,000",19/03/2025,Low,$391K,Med,$414K,High,$436K,Updated 01/07/22,$430K,1 Jul 2022,"$250,000","$180,000",3,1,93m2,306m2,,
226,"Last sold on
      19/03/202527 Rosebery Street, Belleknowes31551m2$645,000(last sale price)",https://www.realestate.co.nz/property/27-rosebery-street-belleknowes-dunedin-city-otago/jtz10wkr,,,,,"$660,000",Low,"$645,000",19/03/2025,Low,$586K,Med,$626K,High,$664K,Updated 01/07/22,$660K,1 Jul 2022,"$415,000","$245,000",3,1,147m2,551m2,,1
227,"Last sold on
      19/03/20256 Gibson Street, Wakari31579m2$655,000(last sale price)",https://www.realestate.co.nz/property/6-gibson-street-wakari-dunedin-city-otago/4fg5kpqrz,,,,,"$610,000",Low,"$655,000",19/03/2025,Low,$609K,Med,$645K,High,$673K,Updated 01/07/22,$610K,1 Jul 2022,"$370,000","$240,000",3,1,150m2,579m2,,2
228,"Last sold on
      18/03/20259 Churchill Street, Saint Kilda31511m2$550,000(last sale price)",https://www.realestate.co.nz/property/9-churchill-street-saint-kilda-dunedin-city-otago/g3tnlm4r,,,,,"$570,000",Low,"$550,000",18/03/2025,Low,$504K,Med,$541K,High,$570K,Updated 01/07/22,$570K,1 Jul 2022,"$470,000","$100,000",3,1,110m2,511m2,,1
229,"Last sold on
      18/03/202523 Byron Street, Mornington31462m2$599,000(last sale price)",https://www.realestate.co.nz/property/23-byron-street-mornington-dunedin-city-otago/wh71z0lr,,,,,"$605,000",Low,"$599,000",18/03/2025,Low,$526K,Med,$558K,High,$596K,Updated 01/07/22,$605K,1 Jul 2022,"$295,000","$310,000",3,1,145m2,462m2,,1
230,"Last sold on
      18/03/202599 Doon Street, Waverley42729m2$920,000(last sale price)",https://www.realestate.co.nz/property/99-doon-street-waverley-dunedin-city-otago/qhwvfmtr,,,,,"$850,000",Low,"$920,000",18/03/2025,Low,$841K,Med,$901K,High,$950K,Updated 01/07/22,$850K,1 Jul 2022,"$575,000","$275,000",4,2,260m2,729m2,,2
231,"Last sold on
      18/03/202518 Marlow Street, Saint Kilda33584m2$490,000(last sale price)",https://www.realestate.co.nz/property/18-marlow-street-saint-kilda-dunedin-city-otago/kph0633r,,,,,"$590,000",Low,"$490,000",18/03/2025,Low,$504K,Med,$549K,High,$592K,Updated 01/07/22,$590K,1 Jul 2022,"$510,000","$80,000",3,3,148m2,584m2,,1
232,"Last sold on
      18/03/202519 Calder Street, Saint Kilda31372m2$419,000(last sale price)",https://www.realestate.co.nz/property/19-calder-street-saint-kilda-dunedin-city-otago/582ltq4r,,,,,"$455,000",Low,"$419,000",18/03/2025,Low,$397K,Med,$427K,High,$452K,Updated 01/07/22,$455K,1 Jul 2022,"$270,000","$185,000",3,1,110m2,372m2,,
233,"Last sold on
      18/03/202522 Tay Street, Mosgiel31758m2$550,000(last sale price)",https://www.realestate.co.nz/property/22-tay-street-mosgiel-dunedin-city-otago/xbwh71js,,,,,"$570,000",Low,"$550,000",18/03/2025,Low,$531K,Med,$565K,High,$595K,Updated 01/07/22,$570K,1 Jul 2022,"$410,000","$160,000",3,1,114m2,758m2,,2
234,"Last sold on
      18/03/202541 Oxford Street, South Dunedin31284m2$437,000(last sale price)",https://www.realestate.co.nz/property/41-oxford-street-south-dunedin-dunedin-city-otago/gwzs9h2r,,,,,"$480,000",Low,"$437,000",18/03/2025,Low,$415K,Med,$441K,High,$472K,Updated 01/07/22,$480K,1 Jul 2022,"$230,000","$250,000",3,1,110m2,284m2,,
235,"Last sold on
      18/03/202578 Cliffs Road, Saint Clair431024m2$1,800,000(last sale price)",https://www.realestate.co.nz/property/78-cliffs-road-saint-clair-dunedin-city-otago/s486yh0r,,,,,"$1,670,000",Low,"$1,800,000",18/03/2025,Low,$1.52M,Med,$1.69M,High,$1.81M,Updated 01/07/22,$1.67M,1 Jul 2022,"$800,000","$870,000",4,3,331m2,1024m2,,3
236,"Last sold on
      18/03/202531 Nicholson Street, Forbury51379m2$390,000(last sale price)",https://www.realestate.co.nz/property/31-nicholson-street-forbury-dunedin-city-otago/qwyxsk1r,,,,,"$370,000",Low,"$390,000",18/03/2025,Low,$329K,Med,$368K,High,$400K,Updated 01/07/22,$370K,1 Jul 2022,"$225,000","$145,000",5,1,123m2,379m2,,1
237,"Last sold on
      18/03/20255 Ethel Benjamin Place, North Dunedin5229m2$805,000(last sale price)",https://www.realestate.co.nz/property/5-ethel-benjamin-place-north-dunedin-dunedin-city-otago/93bzzdrr,,,,,"$770,000",Low,"$805,000",18/03/2025,Low,$683K,Med,$733K,High,$794K,Updated 01/07/22,$770K,1 Jul 2022,"$420,000","$350,000",5,,103m2,229m2,,
238,"Last sold on
      18/03/202569 Albert Street, Saint Clair42997m2$1,250,000(last sale price)",https://www.realestate.co.nz/property/69-albert-street-saint-clair-dunedin-city-otago/fbtwkv5r,,,,,"$1,340,000",Low,"$1,250,000",18/03/2025,Low,$1.22M,Med,$1.3M,High,$1.41M,Updated 01/07/22,$1.34M,1 Jul 2022,"$620,000","$720,000",4,2,215m2,997m2,,2
239,"Last sold on
      17/03/202514 Highgrove, Saint Clair421619m2$1,450,000(last sale price)",https://www.realestate.co.nz/property/14-highgrove-saint-clair-dunedin-city-otago/v1jbft0r,,,,,"$1,370,000",Low,"$1,450,000",17/03/2025,Low,$1.31M,Med,$1.44M,High,$1.55M,Updated 01/07/22,$1.37M,1 Jul 2022,"$730,000","$640,000",4,2,306m2,1619m2,,2
240,"Last sold on
      17/03/202516 Albion Street, Shiel Hill42549m2$750,000(last sale price)",https://www.realestate.co.nz/property/16-albion-street-shiel-hill-dunedin-city-otago/2pf856tr,,,,,"$810,000",Low,"$750,000",17/03/2025,Low,$731K,Med,$769K,High,$808K,Updated 01/07/22,$810K,1 Jul 2022,"$350,000","$460,000",4,2,290m2,549m2,,2
241,"Last sold on
      17/03/2025410 Kaikorai Valley Road, Bradford31525m2$630,000(last sale price)",https://www.realestate.co.nz/property/410-kaikorai-valley-road-bradford-dunedin-city-otago/4tj7xmyw,,,,,"$565,000",Low,"$630,000",17/03/2025,Low,$505K,Med,$535K,High,$568K,Updated 01/07/22,$565K,1 Jul 2022,"$225,000","$340,000",3,1,110m2,525m2,,1
242,"Last sold on
      17/03/202519 Argyle Street, Mornington32669m2$895,000(last sale price)",https://www.realestate.co.nz/property/19-argyle-street-mornington-dunedin-city-otago/ylgjs7lr,,,,,"$805,000",Low,"$895,000",17/03/2025,Low,$716K,Med,$780K,High,$829K,Updated 01/07/22,$805K,1 Jul 2022,"$500,000","$305,000",3,2,190m2,669m2,,1
243,"Last sold on
      17/03/202512 Kellas Street, Macandrew Bay21526m2$355,000(last sale price)",https://www.realestate.co.nz/property/12-kellas-street-macandrew-bay-dunedin-city-otago/qzf3y05r,,,,,"$395,000",Low,"$355,000",17/03/2025,Low,$352K,Med,$385K,High,$423K,Updated 01/07/22,$395K,1 Jul 2022,"$295,000","$100,000",2,1,70m2,526m2,,1
244,"Last sold on
      17/03/202539 Seaton Road, Portobello321863m2$785,000(last sale price)",https://www.realestate.co.nz/property/39-seaton-road-portobello-dunedin-city-otago/zm29b66r,,,,,"$780,000",Low,"$785,000",17/03/2025,Low,$754K,Med,$783K,High,$824K,Updated 01/07/22,$780K,1 Jul 2022,"$360,000","$420,000",3,2,161m2,1863m2,,2
245,"Last sold on
      17/03/2025481 Garthmyl Road, Middlemarch8557m2$155,000(last sale price)",https://www.realestate.co.nz/property/481-garthmyl-road-middlemarch-dunedin-city-otago/dsrbj9bs,,,,,"$330,000",Low,"$155,000",17/03/2025,Low,$183K,Med,$343K,High,$432K,Updated 01/07/22,$330K,1 Jul 2022,"$160,000","$170,000",,,160m2,8557m2,,
246,"Last sold on
      17/03/202517 Mure Street, Mosgiel21506m2$520,000(last sale price)",https://www.realestate.co.nz/property/17-mure-street-mosgiel-dunedin-city-otago/h4ktvpls,,,,,"$510,000",Low,"$520,000",17/03/2025,Low,$469K,Med,$487K,High,$515K,Updated 01/07/22,$510K,1 Jul 2022,"$345,000","$165,000",2,1,100m2,506m2,,
247,"Last sold on
      17/03/202511 Mary Street, Port Chalmers21298m2$512,377(last sale price)",https://www.realestate.co.nz/property/11-mary-street-port-chalmers-dunedin-city-otago/dyzjl44q,,,,,"$490,000",Low,"$512,377",17/03/2025,Low,$442K,Med,$478K,High,$505K,Updated 01/07/22,$490K,1 Jul 2022,"$260,000","$230,000",2,1,90m2,298m2,,
248,"Last sold on
      17/03/202561 Reynoldstown Road, Careys Bay5m2$300,000(last sale price)",https://www.realestate.co.nz/property/61-reynoldstown-road-careys-bay-dunedin-city-otago/0xjvvk3q,,,,,"$295,000",Low,"$300,000",17/03/2025,Low,$231K,Med,$266K,High,$302K,Updated 01/07/22,$295K,1 Jul 2022,"$290,000","$5,000",,,,5m2,,
249,"Last sold on
      17/03/202587 Wingatui Road, Mosgiel42734m2$1,360,000(last sale price)",https://www.realestate.co.nz/property/87-wingatui-road-mosgiel-dunedin-city-otago/5bq80zwkk,,,,,"$1,250,000",Low,"$1,360,000",17/03/2025,Low,$1.23M,Med,$1.29M,High,$1.35M,Updated 01/07/22,$1.25M,1 Jul 2022,"$385,000","$865,000",4,2,301m2,734m2,,2
250,"Last sold on
      16/03/2025132 Doctors Point Road, Waitati1012m2$560,000(last sale price)",https://www.realestate.co.nz/property/132-doctors-point-road-waitati-dunedin-city-otago/t44v8c2q,,,,,"$590,000",Low,"$560,000",16/03/2025,Low,$548K,Med,$574K,High,$607K,Updated 01/07/22,$590K,1 Jul 2022,"$330,000","$260,000",,,120m2,1012m2,,
251,"Last sold on
      16/03/202533 Pacific Street, Roslyn31685m2$653,000(last sale price)",https://www.realestate.co.nz/property/33-pacific-street-roslyn-dunedin-city-otago/7ych9sfr,,,,,"$650,000",Low,"$653,000",16/03/2025,Low,$572K,Med,$604K,High,$654K,Updated 01/07/22,$650K,1 Jul 2022,"$600,000","$50,000",3,1,100m2,685m2,,1
252,"Last sold on
      16/03/2025231 Forbury Road, Saint Clair72622m2$1,230,000(last sale price)",https://www.realestate.co.nz/property/231-forbury-road-saint-clair-dunedin-city-otago/y4mfjx5r,,,,,"$1,180,000",Low,"$1,230,000",16/03/2025,Low,$1.02M,Med,$1.11M,High,$1.21M,Updated 01/07/22,$1.18M,1 Jul 2022,"$620,000","$560,000",7,2,220m2,622m2,,3
253,"Last sold on
      14/03/202564 Geelong Street, Waikouaiti222023m2$550,000(last sale price)",https://www.realestate.co.nz/property/64-geelong-street-waikouaiti-dunedin-city-otago/3rxkqc4q,,,,,"$610,000",Low,"$550,000",14/03/2025,Low,$535K,Med,$582K,High,$631K,Updated 01/07/22,$610K,1 Jul 2022,"$325,000","$285,000",2,2,80m2,2023m2,,3
254,"Last sold on
      14/03/202512 Nairn Street, Mosgiel31767m2$610,000(last sale price)",https://www.realestate.co.nz/property/12-nairn-street-mosgiel-dunedin-city-otago/ywx18ljs,,,,,"$540,000",Low,"$610,000",14/03/2025,Low,$502K,Med,$533K,High,$557K,Updated 01/07/22,$540K,1 Jul 2022,"$350,000","$190,000",3,1,90m2,767m2,,1
255,"Last sold on
      14/03/202567E Forfar Street, Mosgiel11$285,000(last sale price)",https://www.realestate.co.nz/property/67e-forfar-street-mosgiel-dunedin-city-otago/9tr2sxjs,,,,,"$350,000",Low,"$285,000",14/03/2025,Low,$286K,Med,$311K,High,$345K,Updated 01/07/22,$350K,1 Jul 2022,"$200,000","$150,000",1,1,40m2,,,1
256,"Last sold on
      14/03/20259 Picardy Street, Maryhill21513m2$629,750(last sale price)",https://www.realestate.co.nz/property/9-picardy-street-maryhill-dunedin-city-otago/w0jgshmr,,,,,"$620,000",Low,"$629,750",14/03/2025,Low,$554K,Med,$590K,High,$621K,Updated 01/07/22,$620K,1 Jul 2022,"$300,000","$320,000",2,1,122m2,513m2,,
257,"Last sold on
      14/03/202522 Cavell Street, Musselburgh41425m2$670,000(last sale price)",https://www.realestate.co.nz/property/22-cavell-street-musselburgh-dunedin-city-otago/rkc5yrwr,,,,,"$690,000",Low,"$670,000",14/03/2025,Low,$596K,Med,$638K,High,$674K,Updated 01/07/22,$690K,1 Jul 2022,"$405,000","$285,000",4,1,130m2,425m2,,1
258,"Last sold on
      14/03/2025257 Gladstone Road South, East Taieri4219m2$2,400,000(last sale price)",https://www.realestate.co.nz/property/257-gladstone-road-south-east-taieri-dunedin-city-otago/jrcdtmcgc,,,,,"$1,810,000",Low,"$2,400,000",14/03/2025,Low,$1.47M,Med,$1.66M,High,$1.84M,Updated 01/07/22,$1.81M,1 Jul 2022,"$1,060,000","$750,000",4,2,269m2,19m2,,4
259,"Last sold on
      14/03/202546 Playfair Street, Caversham32702m2$58,000(last sale price)",https://www.realestate.co.nz/property/46-playfair-street-caversham-dunedin-city-otago/h2tsy9xr,,,,,"$530,000",Low,"$58,000",14/03/2025,Low,$417K,Med,$460K,High,$493K,Updated 01/07/22,$530K,1 Jul 2022,"$220,000","$310,000",3,2,120m2,702m2,,1
260,"Last sold on
      14/03/202538A Grove Street, Saint Kilda21$420,000(last sale price)",https://www.realestate.co.nz/property/38a-grove-street-saint-kilda-dunedin-city-otago/2mp78t3r,,,,,"$395,000",Low,"$420,000",14/03/2025,Low,$352K,Med,$373K,High,$390K,Updated 01/07/22,$395K,1 Jul 2022,"$190,000","$205,000",2,1,70m2,,,
261,"Last sold on
      14/03/202521 Hill Road, Warrington311013m2$660,000(last sale price)",https://www.realestate.co.nz/property/21-hill-road-warrington-dunedin-city-otago/69tr2s1q,,,,,"$820,000",Low,"$660,000",14/03/2025,Low,$709K,Med,$754K,High,$831K,Updated 01/07/22,$820K,1 Jul 2022,"$290,000","$530,000",3,1,135m2,1013m2,,
262,"Last sold on
      14/03/202511 Didham Drive, Mosgiel32934m2$849,000(last sale price)",https://www.realestate.co.nz/property/11-didham-drive-mosgiel-dunedin-city-otago/2sxfcpcs,,,,,"$820,000",Low,"$849,000",14/03/2025,Low,$833K,Med,$868K,High,$896K,Updated 01/07/22,$820K,1 Jul 2022,"$330,000","$490,000",3,2,162m2,934m2,,2
263,"Last sold on
      14/03/202541 Wesley Street, South Dunedin21207m2$280,000(last sale price)",https://www.realestate.co.nz/property/41-wesley-street-south-dunedin-dunedin-city-otago/1xdh5f2r,,,,,"$315,000",Low,"$280,000",14/03/2025,Low,$270K,Med,$299K,High,$330K,Updated 01/07/22,$315K,1 Jul 2022,"$195,000","$120,000",2,1,60m2,207m2,,1
264,"Last sold on
      14/03/202517 Magdala Street, Tainui31395m2$535,000(last sale price)",https://www.realestate.co.nz/property/17-magdala-street-tainui-dunedin-city-otago/98k517wr,,,,,"$540,000",Low,"$535,000",14/03/2025,Low,$486K,Med,$518K,High,$550K,Updated 01/07/22,$540K,1 Jul 2022,"$380,000","$160,000",3,1,113m2,395m2,,
265,"Last sold on
      14/03/202529B Highgate, Belleknowes32298m2$1,075,000(last sale price)",https://www.realestate.co.nz/property/29b-highgate-belleknowes-dunedin-city-otago/5dg9xchr,,,,,"$770,000",Low,"$1,075,000",14/03/2025,Low,$694K,Med,$740K,High,$817K,Updated 01/07/22,$770K,1 Jul 2022,"$395,000","$375,000",3,2,170m2,298m2,,2
266,"Last sold on
      14/03/20254A Begg Street, Saint Kilda21$270,000(last sale price)",https://www.realestate.co.nz/property/4a-begg-street-saint-kilda-dunedin-city-otago/r4dlnm3r,,,,,"$300,000",Low,"$270,000",14/03/2025,Low,$257K,Med,$279K,High,$298K,Updated 01/07/22,$300K,1 Jul 2022,"$180,000","$120,000",2,1,50m2,,,
267,"Last sold on
      14/03/202572 Kinmont Crescent, Mosgiel31688m2$580,000(last sale price)",https://www.realestate.co.nz/property/72-kinmont-crescent-mosgiel-dunedin-city-otago/5yrkc5ks,,,,,"$590,000",Low,"$580,000",14/03/2025,Low,$558K,Med,$580K,High,$610K,Updated 01/07/22,$590K,1 Jul 2022,"$290,000","$300,000",3,1,110m2,688m2,,1
268,"Recently sold178 Malvern Street, Woodhaugh31517m2Price is not yet confirmed",https://www.realestate.co.nz/property/178-malvern-street-woodhaugh-dunedin-city-otago/s2nkr79q,,,,,"$455,000",Low,,,Low,$403K,Med,$433K,High,$461K,Updated 01/07/22,$455K,1 Jul 2022,"$260,000","$195,000",3,1,108m2,517m2,,1
269,"Last sold on
      14/03/202551 Goodall Street, Mosgiel42658m2$694,100(last sale price)",https://www.realestate.co.nz/property/51-goodall-street-mosgiel-dunedin-city-otago/kk492gks,,,,,"$670,000",Low,"$694,100",14/03/2025,Low,$670K,Med,$701K,High,$741K,Updated 01/07/22,$670K,1 Jul 2022,"$385,000","$285,000",4,2,210m2,658m2,,1
270,"Last sold on
      13/03/20255 Broomlea Street, Wakari31908m2$570,000(last sale price)",https://www.realestate.co.nz/property/5-broomlea-street-wakari-dunedin-city-otago/rkc5yrhr,,,,,"$640,000",Low,"$570,000",13/03/2025,Low,$576K,Med,$611K,High,$649K,Updated 01/07/22,$640K,1 Jul 2022,"$370,000","$270,000",3,1,150m2,908m2,,1
271,"Last sold on
      13/03/2025186 Main South Road, East Taieri416488m2$680,000(last sale price)",https://www.realestate.co.nz/property/186-main-south-road-east-taieri-dunedin-city-otago/h063q17z,,,,,"$850,000",Low,"$680,000",13/03/2025,Low,$683K,Med,$728K,High,$800K,Updated 01/07/22,$850K,1 Jul 2022,"$440,000","$410,000",4,1,200m2,6488m2,,1
272,"Last sold on
      13/03/202552 Tyne Street, Mosgiel31556m2$510,000(last sale price)",https://www.realestate.co.nz/property/52-tyne-street-mosgiel-dunedin-city-otago/243zrfks,,,,,"$580,000",Low,"$510,000",13/03/2025,Low,$577K,Med,$608K,High,$638K,Updated 01/07/22,$580K,1 Jul 2022,"$370,000","$210,000",3,1,121m2,556m2,,1
273,"Last sold on
      13/03/202539 Rutherford Street, Caversham21221m2$480,000(last sale price)",https://www.realestate.co.nz/property/39-rutherford-street-caversham-dunedin-city-otago/cswp6dyr,,,,,"$385,000",Low,"$480,000",13/03/2025,Low,$351K,Med,$369K,High,$391K,Updated 01/07/22,$385K,1 Jul 2022,"$170,000","$215,000",2,1,74m2,221m2,,
274,"Last sold on
      13/03/202546 Cranley Street, Musselburgh41486m2$460,000(last sale price)",https://www.realestate.co.nz/property/46-cranley-street-musselburgh-dunedin-city-otago/0d32czwr,,,,,"$530,000",Low,"$460,000",13/03/2025,Low,$467K,Med,$512K,High,$548K,Updated 01/07/22,$530K,1 Jul 2022,"$455,000","$75,000",4,1,115m2,486m2,,
